,Country,Organizations,Value
30166,PER, astrazeneca plc adr,11
30184,PER, business development corp of america,11
30263,PER, goldman sachs group inc,11
30265,PER, great western mining corp plc,11
30290,PER, ingredion incorporated,11
30368,PER, orecorp ltd,11
30434,PER, stantec inc,11
30470,PER,aben resources ltd,11
30499,PER,energy metals,11
30574,PER,savannah resources plc,11
30147,PER, african gold acquisition corp,10
30175,PER, beowulf mining,10
30200,PER, china international capital corporation limited,10
30206,PER, cleantech lithium plc,10
30209,PER, coppercorp resources inc.,10
30246,PER, fortum oyj,10
30249,PER, freeport-mcmoran copper & gold inc,10
30250,PER, frontier lithium inc,10
30284,PER, hyundai motor co drc,10
30335,PER, minerals technologies inc,10
30376,PER, patagonia gold corp,10
30480,PER,antofagasta plc,10
30512,PER,great western mining corp plc,10
30516,PER,hindustan copper ltd.,10
30566,PER,renault sa,10
30625,PHL, groupe gorgé sa,15
30681,PHL,groupe gorgé sa,15
30693,PHL,panasonic corp,11
30690,PHL,northern dynasty minerals ltd,10
30757,PNG, rio tinto adr,22
30784,PNG,magellan gold corp,16
30738,PNG, mineral resources limited,15
30776,PNG,express inc,13
30716,PNG, capital bancorp,11
30742,PNG, neometals ltd adr,11
30768,PNG, westgold resources limited,11
30780,PNG,jiangxi ganfeng lithium co ltd,11
31034,POL,sk ie technology co ltd,150
30977,POL, volkswagen ag,143
30866,POL, hyundai motor co drc,131
30970,POL, toyota motor corporation adr,131
30969,POL, toray industries inc,129
31005,POL,fedex corporation,104
30869,POL, international lithium corp,20
30990,POL,asahi kasei corporation,20
30932,POL, panasonic corp,19
30979,POL, vulcan energy resources limited,17
30935,POL, pilbara minerals limited,16
30844,POL, european metals holdings limited,12
30880,POL, lg energy solution ltd,12
30948,POL, rio tinto adr,12
30998,POL,daimler truck holding ag,12
30817,POL, blackberry limited,11
30951,POL, samsung electronics co. ltd,11
30963,POL, teck resources limited,11
31018,POL,michelin nom. eo -50,11
30994,POL,bmw industries ltd.,10
31029,POL,rio tinto adr,10
31072,PRK, facebook inc. cl a,16
31083,PRK, new york times company,16
31101,PRK,nasdaq inc,16
31463,PRT,savannah resources plc,242
31459,PRT,rio tinto adr,229
31334,PRT, savannah resources plc,177
31479,PRT,volkswagen ag,172
31329,PRT, rio tinto adr,157
31367,PRT, volkswagen ag,138
31317,PRT, power metals corp,103
31441,PRT,national instruments corporation,96
31258,PRT, lithium americas corp,88
31293,PRT, nasdaq inc,87
31370,PRT, vulcan energy resources limited,68
31313,PRT, pilbara minerals limited,67
31390,PRT,barco nv,63
31178,PRT, cypress development corp,61
31152,PRT, bmw industries ltd.,55
31277,PRT, mercedes benz group ag,49
31235,PRT, international lithium corp,43
31312,PRT, piedmont lithium ltd adr,43
31285,PRT, minerals technologies inc,41
31315,PRT, posco holdings inc,41
31372,PRT, wealth minerals ltd,40
31400,PRT,daimler truck holding ag,39
31254,PRT, lg energy solution ltd,38
31128,PRT, american lithium corp. common stock,37
31442,PRT,neometals ltd adr,37
31153,PRT, bradda head lithium limited,36
31192,PRT, european lithium limited,35
31308,PRT, panasonic corp,35
31233,PRT, international battery metals ltd,34
31268,PRT, lundin mining corporation,34
31175,PRT, critical elements lithium corporation,32
31397,PRT,caterpillar inc,32
31120,PRT, albemarle corp,31
31193,PRT, european metals holdings limited,31
31219,PRT, green technology metals limited,31
31231,PRT, iconic minerals ltd,30
31394,PRT,bmw industries ltd.,30
31129,PRT, american lithium minerals inc,29
31137,PRT, arena minerals inc,29
31154,PRT, bryah resources limited,29
31162,PRT, carnaby resources ltd,29
31188,PRT, energy technologies limited,29
31222,PRT, hannans reward ltd,29
31238,PRT, ion energy ltd,29
31249,PRT, kodal minerals plc,29
31251,PRT, latin resources limited,29
31259,PRT, lithium chile inc,29
31260,PRT, lithium energi exploration inc,29
31261,PRT, lithium energy ltd,29
31264,PRT, lithium power international limited,29
31298,PRT, nevada lithium resources inc,29
31303,PRT, noram lithium corp,29
31314,PRT, portofino resources inc,29
31320,PRT, pure energy minerals limited,29
31347,PRT, spearmint resources inc,29
31352,PRT, surge battery metals inc,29
31363,PRT, united lithium corp,29
31366,PRT, vision lithium inc,29
31373,PRT, winsome resources limited,29
31287,PRT, mitsui e&s holdings co. ltd,28
31381,PRT, zijin mining group co ltd-h,27
31430,PRT,lithium south development corporation,27
31197,PRT, facebook inc. cl a,26
31428,PRT,lithium americas corp,26
31432,PRT,london stock exchange group plc,26
31202,PRT, ford motor company,25
31262,PRT, lithium ionic corp,25
31263,PRT, lithium plus minerals ltd,25
31284,PRT, mineral resources limited,24
31144,PRT, aura energy limited,23
31213,PRT, goldman sachs group inc,23
31411,PRT,fortescue metals group ltd adr,23
31457,PRT,renault sa,23
31179,PRT, daimler truck holding ag,22
31161,PRT, capstone companies inc,21
31365,PRT, visa inc. class a,21
31476,PRT,toyota motor corporation adr,21
31223,PRT, hanwa co. ltd,20
31332,PRT, samsung electronics co. ltd,20
31335,PRT, sayona mining limited,20
31349,PRT, stelco holdings inc,20
31466,PRT,siemens gamesa renewable energy s.a,20
31342,PRT, sigma lithium resources corp,19
31121,PRT, allkem limited,18
31252,PRT, leo lithium limited,18
31473,PRT,thor mining plc,18
31159,PRT, canadian oil recovery & remediation enterprises ltd,17
31461,PRT,samsung electronics co. ltd,17
31292,PRT, motorsport gaming us llc,16
31357,PRT, toyota motor corporation adr,16
31150,PRT, blackrock capital allocation trust,15
31187,PRT, energy of minas gerais co drc,15
31210,PRT, gazprom pao,15
31341,PRT, siemens gamesa renewable energy s.a,15
31431,PRT,livent corp,15
31216,PRT, great wall motor co ltd,14
31279,PRT, metal tiger plc,14
31300,PRT, news network corporation public company limited,14
31255,PRT, li auto\xa0inc,13
31266,PRT, livent corp,13
31289,PRT, morella corporation ltd.,13
31330,PRT, rio tinto group,13
31376,PRT, xpeng inc,13
31404,PRT,european metals holdings limited,13
31142,PRT, atlantic lithium ltd,12
31166,PRT, chemical industries,12
31209,PRT, ganfeng lithium co ltd,12
31212,PRT, glencore plc,12
31221,PRT, groupe gorgé sa,12
31232,PRT, infinity lithium corporation limited,12
31338,PRT, shanta gold limited,12
31343,PRT, sizzle acquisition corp,12
31348,PRT, stantec inc,12
31355,PRT, tesla inc,12
31380,PRT, zenith energy ltd,12
31151,PRT, bluerock diamonds plc,11
31163,PRT, caterpillar inc,11
31208,PRT, galileo resources plc,11
31227,PRT, hochschild mining plc,11
31250,PRT, landore resources limited,11
31288,PRT, mkango resources ltd,11
31290,PRT, morgan stanley,11
31295,PRT, national instruments corporation,11
31340,PRT, sichuan yahua industrial group co ltd,11
31345,PRT, sony corp,11
31350,PRT, strategic minerals plc,11
31351,PRT, sumitomo metal mining co ltd adr,11
31412,PRT,freeport mcmoran,11
31148,PRT, beowulf mining,10
31167,PRT, citigroup inc,10
31196,PRT, exxon mobil corp,10
31211,PRT, gem diamonds limited,10
31247,PRT, kenmare resources plc,10
31265,PRT, lithium south development corporation,10
31379,PRT, youngy co ltd,10
31391,PRT,berkeley energia limited,10
31507,PRY, mitsubishi ufj financial group inc,11
31486,PRY, barrick gold corp,10
31488,PRY, coppercorp resources inc.,10
31513,PRY, patagonia gold corp,10
31517,PRY, resources connection inc,10
31531,PRY,lithium americas corp,10
31621,QAT,fedex corporation,18
31685,ROU,asahi kasei corporation,20
31686,ROU,bureau veritas sa,10
31689,ROU,development technologies corp,10
32044,RUS, panasonic corp,147
31712,RUS, albemarle corp,144
31751,RUS, aura energy limited,125
32390,RUS,stans energy corp,120
32175,RUS, volkswagen ag,118
32372,RUS,rio tinto adr,106
32178,RUS, wealth minerals ltd,104
31891,RUS, glencore plc,98
32054,RUS, pilbara minerals limited,92
31772,RUS, bmw industries ltd.,82
32286,RUS,gazprom pao,81
32155,RUS, toyota motor corporation adr,76
32104,RUS, shell plc,72
31733,RUS, anglo asian mining plc,70
32131,RUS, stans energy corp,67
31995,RUS, metallurgical corporation of china ltd adr,64
32367,RUS,public joint stock company rosneft oil company,64
31856,RUS, eurasia mining,63
32098,RUS, schlumberger nv,60
32233,RUS,bmw industries ltd.,60
32368,RUS,pure energy minerals limited,60
32086,RUS, rio tinto adr,59
31816,RUS, core lithium ltd,58
31782,RUS, bushveld minerals limited,55
32015,RUS, nasdaq inc,55
31815,RUS, cora gold limited,53
31709,RUS, afritin mining limited,52
32069,RUS, pure energy minerals limited,52
32122,RUS, sony corp,52
32143,RUS, tesla inc,52
32176,RUS, vulcan energy resources limited,50
31959,RUS, lg chemicals,48
31767,RUS, blackrock capital allocation trust,46
31997,RUS, metals creek resources corp,46
32216,RUS,antofagasta plc,46
32053,RUS, piedmont lithium ltd adr,45
31918,RUS, hummingbird resources plc,43
32045,RUS, peabody energy corp,43
32058,RUS, posco holdings inc,43
32081,RUS, renewable energy trade board corp,43
32111,RUS, siemens gamesa renewable energy s.a,43
32232,RUS,bluejay mining plc,43
32416,RUS,wealth minerals ltd,43
32154,RUS, toshiba corporation,42
31793,RUS, castillo copper ltd,40
31729,RUS, amur minerals corporation,39
32340,RUS,nasdaq inc,39
32031,RUS, nissan motor co. ltd.,38
31750,RUS, astrazeneca plc adr,37
31783,RUS, business development corp of america,37
31915,RUS, honda motor co ltd adr,37
31832,RUS, denso corporation,36
32152,RUS, tianqi lithium h yc 1,36
32354,RUS,oriole resources plc,31
31829,RUS, daimler truck holding ag,30
32022,RUS, new york times company,30
31736,RUS, antofagasta plc,28
31888,RUS, gazprom pao,28
31895,RUS, goldman sachs group inc,28
32108,RUS, sichuan tianqi lithium industries inc,28
31926,RUS, industrial minerals ltd,27
32017,RUS, national grid plc adr,27
32315,RUS,jp morgan global growth & income plc,27
31849,RUS, energy metals,26
31880,RUS, fujikura,26
31882,RUS, furukawa electric co. ltd,26
31967,RUS, lions gate entertainment corp,26
31971,RUS, lithium one metals inc.,26
31990,RUS, mazda motor corporation,26
31994,RUS, merrill lynch depositor inc ic,26
32096,RUS, sayona mining limited,26
32101,RUS, securities trust of scotland plc,26
32181,RUS, whirlpool corporation,26
32378,RUS,sanyo chemical industries ltd,26
31802,RUS, china molybdenum co. ltd,25
32002,RUS, minerals technologies inc,25
31730,RUS, anglesey mining,24
31806,RUS, citic securities company limited,24
31859,RUS, european lithium limited,24
31874,RUS, fortum oyj,24
31900,RUS, greatland gold plc,24
31948,RUS, kodal minerals plc,24
31961,RUS, lg energy solution ltd,24
31969,RUS, lithium americas corp,24
32135,RUS, sumitomo metal mining co ltd adr,24
32187,RUS, woomera mining ltd,24
31723,RUS, amaroq minerals ltd.,23
31740,RUS, arcadia minerals cdi/1:1,23
31752,RUS, auroch minerals limited,23
31946,RUS, keras resources plc,23
31950,RUS, kore potash plc,23
31975,RUS, lodestar minerals limited,23
32134,RUS, strategic minerals plc,23
32140,RUS, tempest minerals ltd.,23
32290,RUS,goldman sachs group inc,23
31803,RUS, china national gold group gold jewellery co ltd,22
31922,RUS, impact minerals ltd,22
31932,RUS, ioneer ltd,22
32088,RUS, rockfire resources plc,22
32110,RUS, siemens energy ag,22
32113,RUS, singapore exchange limited,22
32149,RUS, thor mining plc,22
32161,RUS, tungsten west plc,22
32218,RUS,argosy minerals limited,22
32246,RUS,citic securities company limited,22
32311,RUS,jinchuan group international resources co. ltd,22
31708,RUS, aeon metals ltd.,21
31713,RUS, alchemy resources limited,21
31735,RUS, anson resources limited,21
31742,RUS, ardiden limited,21
31747,RUS, arizona lithium limited,21
31748,RUS, aruma resources ltd,21
31780,RUS, bryah resources limited,21
31781,RUS, bulletin resources limited,21
31827,RUS, cygnus gold ltd,21
31838,RUS, dreadnought resources ltd,21
31860,RUS, ev resources ltd.,21
31883,RUS, galan lithium limited,21
31894,RUS, golden mile resources ltd,21
31944,RUS, kairos minerals limited,21
31952,RUS, kula gold,21
31956,RUS, latin resources limited,21
31958,RUS, lepidico ltd,21
31983,RUS, magnis energy technologies limited,21
31985,RUS, marquee resources ltd,21
32003,RUS, minesto ab (publ),21
32006,RUS, minrex resources ltd,21
32011,RUS, morella corporation ltd.,21
32019,RUS, neometals ltd adr,21
32033,RUS, norwest minerals limited,21
32034,RUS, nova minerals limited,21
32040,RUS, orosur mining inc,21
32064,RUS, power minerals ltd,21
32068,RUS, prospect resources ltd,21
32073,RUS, qx resources ltd,21
32074,RUS, ragnar metals ltd,21
32075,RUS, ragusa minerals ltd,21
32077,RUS, red dirt metals ltd,21
32079,RUS, reedy lagoon,21
32100,RUS, scorpion minerals ltd,21
32105,RUS, shree minerals ltd,21
32114,RUS, sipa resources ltd,21
32136,RUS, sunstone metals ltd,21
32157,RUS, trek metals ltd,21
32159,RUS, triton minerals limited,21
32162,RUS, tyranna resources limited,21
32170,RUS, venus metals corporation ltd,21
32182,RUS, white cliff minerals ltd,21
32184,RUS, wiluna mining corporation limited,21
32188,RUS, xantippe resources ltd,21
32194,RUS, zenith minerals limited,21
31760,RUS, battery future acquisition corp,20
31936,RUS, jiangxi ganfeng lithium co ltd,20
32350,RUS,nissan chemical industries ltd adr,20
32355,RUS,panasonic corp,20
31800,RUS, china development bank financial leasing co. ltd,19
31937,RUS, johnson controls international plc,19
32063,RUS, power metal resources plc,19
31741,RUS, arctic minerals ab sk 2,18
31903,RUS, greenland minerals and energy ltd,18
32132,RUS, stelco holdings inc,18
32258,RUS,daimler truck holding ag,18
32276,RUS,exxon mobil corp,18
32401,RUS,thor mining plc,18
31799,RUS, chevron corp,17
31911,RUS, hitachi zosen corporation,17
32092,RUS, samsung electronics co. ltd,17
32030,RUS, nissan chemical industries ltd adr,16
32103,RUS, shanta gold limited,15
32326,RUS,lithium americas corp,15
32338,RUS,morgan stanley,15
32344,RUS,neometals ltd adr,15
32392,RUS,stockland,15
31771,RUS, bluejay mining plc,14
31938,RUS, johnson matthey plc,14
32008,RUS, mitsui e&s holdings co. ltd,14
32072,RUS, qualcomm incorporated,14
32346,RUS,new york times company,14
32370,RUS,renault sa,14
32405,RUS,toyota motor corporation adr,14
31745,RUS, ariana resources plc,13
31756,RUS, ballard power systems inc,13
31866,RUS, facebook inc. cl a,13
32013,RUS, motorsport gaming us llc,13
32209,RUS,alstom pk,13
32275,RUS,express inc,13
32343,RUS,national instruments corporation,13
31825,RUS, culpeo minerals limited,12
31872,RUS, ford motor company,12
31939,RUS, jp morgan global growth & income plc,12
32221,RUS,asahi kasei corporation,12
32279,RUS,first quantum minerals ltd,12
32305,RUS,innovation pharmaceuticals inc,12
32309,RUS,jiangmen kanhoo industry co ltd,12
31892,RUS, global acquisitions corporation,11
31989,RUS, maxell holdings ltd,11
32041,RUS, oz minerals limited,11
32078,RUS, red rock resources,11
32202,RUS,albemarle corp,11
32250,RUS,cnnc international limited,11
32277,RUS,facebook inc. cl a,11
32295,RUS,guotai junan securities co. ltd,11
32313,RUS,johnson controls international plc,11
32377,RUS,samsung electronics co. ltd,11
32399,RUS,tesla inc,11
31755,RUS, axion power international inc,10
31758,RUS, barrick gold corp,10
31766,RUS, biztech konsulting sa,10
31807,RUS, citigroup inc,10
31808,RUS, cleantech lithium plc,10
31845,RUS, electrovaya inc,10
31876,RUS, freeport-mcmoran copper & gold inc,10
31904,RUS, greenroc mining plc,10
31905,RUS, groupe gorgé sa,10
31906,RUS, gs yuasa corporation,10
31916,RUS, hong kong exchanges and clearing limited,10
31960,RUS, lg electronics inc,10
31976,RUS, london stock exchange group plc,10
31993,RUS, mercedes-benz group ag,10
32007,RUS, mitsubishi electric corporation,10
32039,RUS, orocobre ltd.,10
32066,RUS, power solutions international inc,10
32102,RUS, shanghai zhenhua heavy industries co ltd a,10
32137,RUS, suzuki motor corporation,10
32153,RUS, tohoku electric power company incorporated,10
32160,RUS, tronics microsystems sa,10
32253,RUS,credit suisse group,10
32310,RUS,jiangxi ganfeng lithium co ltd,10
32363,RUS,posco holdings inc,10
32376,RUS,sabic agrinutrients co,10
32434,RWA, volkswagen ag,22
32431,RWA, safilo group s.p.a,19
32439,RWA,siemens gamesa renewable energy s.a,19
32730,SAU,motorsport gaming us llc,58
32550,SAU, international lithium corp,42
32620,SAU, rio tinto adr,41
32509,SAU, empire metals limited,40
32462,SAU, arkle resources plc,37
32470,SAU, bemetals corp,37
32472,SAU, beowulf mining,37
