"Date","Price","Open","High","Low","Vol.","Change %"
"04/22/2021","14,736.08","14,959.42","14,959.42","14,677.50","","-1.80%"
"04/21/2021","15,005.80","14,896.80","15,054.78","14,833.12","","1.52%"
"04/20/2021","14,781.68","14,937.22","15,071.93","14,721.68","","-0.66%"
"04/19/2021","14,879.66","14,896.80","15,063.36","14,830.67","","0.05%"
"04/16/2021","14,872.31","15,194.40","15,247.06","14,822.10","","-1.91%"
"04/15/2021","15,162.55","14,977.63","15,221.34","14,904.15","","-0.10%"
"04/14/2021","15,178.47","15,026.62","15,210.32","14,980.08","","1.88%"
"04/13/2021","14,898.03","14,875.98","15,075.60","14,850.26","","0.02%"
"04/12/2021","14,895.58","15,222.56","15,222.56","14,839.24","","-2.91%"
"04/09/2021","15,341.35","15,511.58","15,577.71","15,275.22","","-1.43%"
"04/08/2021","15,564.24","15,485.87","15,616.90","15,427.08","","1.13%"
"04/07/2021","15,390.34","15,185.82","15,506.68","15,167.45","","0.75%"
"04/06/2021","15,276.45","15,026.62","15,303.39","14,996.00","","1.27%"
"04/05/2021","15,084.18","14,751.07","15,216.44","14,654.32","","2.40%"
"04/01/2021","14,730.25","14,475.52","14,757.19","14,408.16","","1.58%"
"03/31/2021","14,501.24","14,373.87","14,542.87","14,346.93","","1.05%"
"03/30/2021","14,350.60","14,582.06","14,803.73","14,299.17","","-1.02%"
"03/29/2021","14,498.79","14,573.49","14,637.17","14,451.02","","-1.00%"
"03/26/2021","14,644.52","14,546.55","14,689.83","14,493.89","","1.30%"
"03/25/2021","14,457.15","14,252.63","14,553.90","14,175.48","","0.65%"
"03/24/2021","14,364.07","14,271.00","14,425.31","14,250.18","","0.96%"
"03/23/2021","14,226.91","14,550.84","14,770.07","14,201.05","","-2.49%"
"03/22/2021","14,589.64","14,520.37","14,655.19","14,418.95","","0.94%"
"03/19/2021","14,453.58","14,320.01","14,508.00","14,164.17","","0.78%"
"03/18/2021","14,342.27","14,371.95","14,421.43","14,311.35","","-0.20%"
"03/17/2021","14,370.72","14,365.77","14,446.16","14,274.24","","-0.14%"
"03/16/2021","14,390.51","14,347.22","14,529.03","14,281.67","","-0.10%"
"03/15/2021","14,405.35","14,582.21","14,582.21","14,172.82","","0.78%"
"03/12/2021","14,294.03","14,520.37","14,530.27","14,258.17","","-2.17%"
"03/11/2021","14,610.66","14,736.82","14,766.50","14,508.00","","1.15%"
"03/10/2021","14,444.93","14,501.82","14,705.90","14,311.35","","-0.98%"
"03/09/2021","14,587.16","14,790.00","14,886.47","14,167.88","","-1.81%"
"03/08/2021","14,856.79","14,693.53","14,875.34","14,537.69","","0.75%"
"03/05/2021","14,745.48","14,475.85","15,060.87","14,475.85","","2.52%"
"03/04/2021","14,383.09","15,355.23","15,355.23","14,326.19","","-7.69%"
"03/03/2021","15,581.57","16,856.74","16,856.74","15,498.70","","-7.65%"
"03/02/2021","16,871.59","16,589.59","16,919.82","16,511.67","","0.49%"
"03/01/2021","16,788.72","16,944.56","16,987.85","16,709.56","","-0.75%"
"02/26/2021","16,916.11","17,169.66","17,294.58","16,828.30","","-0.58%"
"02/25/2021","17,015.06","17,788.08","17,859.81","16,871.59","","-3.94%"
"02/24/2021","17,713.87","17,377.45","17,822.71","17,117.71","","1.80%"
"02/23/2021","17,400.95","17,649.55","17,752.21","17,092.98","","-0.47%"
"02/22/2021","17,483.82","17,676.76","18,020.60","17,342.82","","-0.95%"
"02/19/2021","17,650.79","17,216.66","17,793.02","17,156.06","","2.22%"
"02/18/2021","17,267.37","16,935.52","17,291.56","16,920.01","","1.93%"
